,artist,artist_id,track_name,track_id,popularity,release_date,duration,playlist,upload_time
0,iñigo quintero,0jbo7KFNMiIkfBR6ih0yhm,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,Viral 50 - Andorra,2023-11-04 16:43:27.452336
1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,MONACO,4MjDJD8cW7iVeWInc2Bdyj,98,2023-10-13,267194,Viral 50 - Andorra,2023-11-04 16:43:27.452336
2,BENNETT,1r43wW70tnGUauQYvY5w48,Vois sur ton chemin - Techno Mix,31nfdEooLEq7dn3UMcIeB5,91,2023-08-04,178156,Viral 50 - Andorra,2023-11-04 16:43:27.452336
3,Anuel AA,2R21vXR83lH98kGeO99Y66,OA,6gMj2DzKR2PjrrbNSwcGFR,86,2023-10-13,235200,Viral 50 - Andorra,2023-11-04 16:43:27.452336
4,Soge Culebra,2SNfNJDsahTSVFwgxposF5,NO PIENSO LLAMAR,3tPPP39TSamzLPOJomKALp,68,2023-10-13,198352,Viral 50 - Andorra,2023-11-04 16:43:27.452336
5,Morad,4az97MtWmBQ5Db3GfDh9j9,No Estuviste En Lo Malo - REMIX,5hyKw9bjqXCcIxAoDmAxMJ,77,2023-10-04,268320,Viral 50 - Andorra,2023-11-04 16:43:27.452336
6,Saiko,2O8vbr4RYPpk6MRA4fio7u,COSAS QUE NO TE DIJE,5xSt1wxZobFcLzHrFakv6z,81,2021-09-17,224725,Viral 50 - Andorra,2023-11-04 16:43:27.452336
7,Dei V,2YRyPiW98bpkARAS4B3OQP,Narcotics (with Bryant Myers),0p0cOpBujR114Wirv5AM7W,82,2023-09-14,173991,Viral 50 - Andorra,2023-11-04 16:43:27.452336
8,Kiko Rivera,0HSGpDMeXaEmH5aUIHjnBF,El Mambo,51QmqegeWI2orK2mzDfnIH,82,2023-07-13,129845,Viral 50 - Andorra,2023-11-04 16:43:27.452336
9,Bad Bunny,4q3ewBCX7sLwd24euuV69X,PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,97,2023-10-13,162767,Viral 50 - Andorra,2023-11-04 16:43:27.452336
10,GIMS,0GOx72r5AAEKRGQFn3xqXK,SEYA,6JI15EdgbGuhUjm4tWyIco,64,2023-10-05,188484,Viral 50 - Andorra,2023-11-04 16:43:27.452336
11,Bad Bunny,4q3ewBCX7sLwd24euuV69X,FINA,3nNmRE0DxHC6ZaKkrpUumS,93,2023-10-13,216327,Viral 50 - Andorra,2023-11-04 16:43:27.452336
12,Ana Mena,6k8mwkKJKKjBILo7ypBspl,Madrid City,6KHxe3Yj8W8oq3zviUvJRe,76,2023-09-29,172727,Viral 50 - Andorra,2023-11-04 16:43:27.452336
13,Mora,0Q8NcsJwoCbZOHHW63su5S,MODELITO,559YUIWxUc8Mx4lsla13Ff,85,2022-11-03,190496,Viral 50 - Andorra,2023-11-04 16:43:27.452336
14,Bad Bunny,4q3ewBCX7sLwd24euuV69X,HIBIKI,4qSEvFGCpde73gqIuq3sho,92,2023-10-13,208000,Viral 50 - Andorra,2023-11-04 16:43:27.452336
15,Mora,0Q8NcsJwoCbZOHHW63su5S,DONDE SE APRENDE A QUERER?,0sfk352FO8bJUjWjIsyzSR,87,2023-08-28,144427,Viral 50 - Andorra,2023-11-04 16:43:27.452336
16,Bad Bunny,4q3ewBCX7sLwd24euuV69X,SEDA,1YnChEM51BVZ5dRhbVFEMl,90,2023-10-13,190476,Viral 50 - Andorra,2023-11-04 16:43:27.452336
17,Feid,2LRoIwlKmHjgvigdNGBHNo,LUCES DE TECNO,0goXAEnjWhssHU0y9Zyqyf,82,2023-09-29,164293,Viral 50 - Andorra,2023-11-04 16:43:27.452336
18,Quevedo,52iwsT98xCoGgiGntTiR7K,Buenas,4sDpxaulErbJ9NBaJDC7cJ,87,2023-09-22,192954,Viral 50 - Andorra,2023-11-04 16:43:27.452336
19,Dei V,2YRyPiW98bpkARAS4B3OQP,Quien Es Dei V?,5nSUskJwcSRFS9dIqrVfrv,82,2023-03-17,162244,Viral 50 - Andorra,2023-11-04 16:43:27.452336
20,SwaggGlock,0TQ494EpT0cwX3JWh87nOr,BESOS (with Kidd Keo & Neelo),3b6waQzXeYty0R6EDAv0po,77,2023-08-27,172852,Viral 50 - Andorra,2023-11-04 16:43:27.452336
21,Mora,0Q8NcsJwoCbZOHHW63su5S,REINA,0QRHOAeU8JRaVVn3UoZBih,88,2023-08-28,211879,Viral 50 - Andorra,2023-11-04 16:43:27.452336
22,Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,Strangers,5mjYQaktjmjcMKcUIcqz4s,98,2023-09-01,172964,Viral 50 - Andorra,2023-11-04 16:43:27.452336
23,Bad Bunny,4q3ewBCX7sLwd24euuV69X,NADIE SABE,23d8v6tU6lR77pFKsApMtF,89,2023-10-13,379058,Viral 50 - Andorra,2023-11-04 16:43:27.452336
24,Bizarrap,716NhGYqD1jl2wI1Qkgq36,"Milo J: Bzrp Music Sessions, Vol. 57",1iLbUmb2b2btyAAcQ68a1p,89,2023-10-03,189901,Viral 50 - Andorra,2023-11-04 16:43:27.452336
25,Bizarrap,716NhGYqD1jl2wI1Qkgq36,Fruto,4SW9gHnW8NfKOdqmh0ij45,91,2023-10-04,132294,Viral 50 - Andorra,2023-11-04 16:43:27.452336
26,KAROL G,790FomKkXshlbRYZFtlgla,QLONA,5RqSsdzTNPX1uzkmlHCFvK,94,2023-08-10,172797,Viral 50 - Andorra,2023-11-04 16:43:27.452336
27,Rels B,2IMZYfNi21MGqxopj9fWx8,lo que hay x aquí,5IlLm20JXhKbMtsH20NblC,82,2023-03-09,155031,Viral 50 - Andorra,2023-11-04 16:43:27.452336
28,cassö,5wCmhq5J2hPwL2r0eKurxn,Prada,59NraMJsLaMCVtwXTSia8i,94,2023-08-11,132359,Viral 50 - Andorra,2023-11-04 16:43:27.452336
29,Álvaro De Luna,5N3YDBGT2gUzXgLDTwPRi5,Todo Contigo,0FLh1ZDsjnoACzBrAVjXT2,64,2023-09-29,165527,Viral 50 - Andorra,2023-11-04 16:43:27.452336
30,LIT killah,1vqR17Iv8VFdzure1TAXEq,Los del Espacio,1Hs1uUl8o2VtDp1DABFq0O,88,2023-06-01,338000,Viral 50 - Andorra,2023-11-04 16:43:27.452336
31,Quevedo,52iwsT98xCoGgiGntTiR7K,Columbia,6XbtvPmIpyCbjuT0e8cQtp,95,2023-07-07,186000,Viral 50 - Andorra,2023-11-04 16:43:27.452336
32,Bad Bunny,4q3ewBCX7sLwd24euuV69X,THUNDER Y LIGHTNING,4pcafPzLDSqQktqSpxHL3E,87,2023-10-13,217133,Viral 50 - Andorra,2023-11-04 16:43:27.452336
33,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,ASI ES LA VIDA,0Me3GyNuLOa1YTIxhJPyCn,83,2023-09-28,172095,Viral 50 - Andorra,2023-11-04 16:43:27.452336
34,Bad Bunny,4q3ewBCX7sLwd24euuV69X,UN PREVIEW,5ixdmTpCmH5diBA1j154wN,87,2023-10-13,165582,Viral 50 - Andorra,2023-11-04 16:43:27.452336
35,Emilia,0AqlFI0tz2DsEoJlKSIiT9,No_Se_Ve.mp3,2df5CkXBJO7jTGXm54dFJy,0,2023-11-03,203636,Viral 50 - Andorra,2023-11-04 16:43:27.452336
36,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Paint The Town Red,56y1jOTK0XSvJzVv9vHQBK,89,2023-09-20,230480,Viral 50 - Andorra,2023-11-04 16:43:27.452336
37,Tyla,3SozjO3Lat463tQICI9LcE,Water,5aIVCx5tnk0ntmdiinnYvw,95,2023-07-28,200255,Viral 50 - Andorra,2023-11-04 16:43:27.452336
38,mafalda cardenal,1AsstJ8Cf7uQX92weRmZRz,tu fan,0tLXkjxahQsnZkKP2GXXf6,80,2023-05-26,240473,Viral 50 - Andorra,2023-11-04 16:43:27.452336
39,Marta Santos,2NeFajzkAQ4UfviWdzf0pK,Algo Sencillito,3cHYqc8Wc2SNWjzxy2A1FS,61,2023-10-05,177338,Viral 50 - Andorra,2023-11-04 16:43:27.452336
40,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,Ain't No Mountain High Enough,7tqhbajSfrz2F7E1Z75ASX,87,1967-08-29,151666,Viral 50 - Andorra,2023-11-04 16:43:27.452336
41,Saiko,2O8vbr4RYPpk6MRA4fio7u,Supernova,0zY2rypOdM8xmsf4tUyafF,78,2023-04-19,190909,Viral 50 - Andorra,2023-11-04 16:43:27.452336
42,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,100,2019-08-23,178426,Viral 50 - Andorra,2023-11-04 16:43:27.452336
43,Wolfine,2OnKRchqP7tT0FzTvWIFI7,Escápate Conmigo - Remix,4aEOz6ZpXh3wF4FOdJHOPV,85,2012-09-06,167418,Viral 50 - Andorra,2023-11-04 16:43:27.452336
44,Bad Bunny,4q3ewBCX7sLwd24euuV69X,BABY NUEVA,3NhstUmrlhaN1M6hP8zMbb,90,2023-10-13,240773,Viral 50 - Andorra,2023-11-04 16:43:27.452336
45,Tom Odell,2txHhyCwHjUEpJjWrEyqyX,Another Love,3JvKfv6T31zO0ini8iNItO,92,2013-06-24,244360,Viral 50 - Andorra,2023-11-04 16:43:27.452336
46,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,91,2019-05-17,182160,Viral 50 - Andorra,2023-11-04 16:43:27.452336
47,Mora,0Q8NcsJwoCbZOHHW63su5S,ESCALOFRÍOS,5CVMsPYtSJ3l7UxYiI2lt7,76,2022-04-01,138510,Viral 50 - Andorra,2023-11-04 16:43:27.452336
48,Bad Bunny,4q3ewBCX7sLwd24euuV69X,MERCEDES CAROTA,3TYOH7ta0101NYssoH5GlU,88,2023-10-13,202635,Viral 50 - Andorra,2023-11-04 16:43:27.452336
49,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,In the End,60a0Rd6pjrkxjPbaKzXjfq,88,2000-10-24,216880,Viral 50 - Andorra,2023-11-04 16:43:27.452336
50,La Pirris,0IZ3bdKJOLbrpEfREKGRM6,Mi Primera Chamba,6KL3mzK9SdRCT93pPgVvHu,0,2023-11-03,231444,Viral 50 - Argentina,2023-11-04 16:43:27.452336
51,iñigo quintero,0jbo7KFNMiIkfBR6ih0yhm,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,Viral 50 - Argentina,2023-11-04 16:43:27.452336
52,Sayian Jimmy,3ZfYo6sKskRv0wOyrZZdAj,Bad Boy,1fTBr87WdB5OBBpVovXQOz,76,2023-07-07,159101,Viral 50 - Argentina,2023-11-04 16:43:27.452336
53,CLUBB3RS,0wxdvq6fFcoSAmQo9E72bX,Fascination - Remix,6tcdlfcRP08NFleBmSArlZ,48,2023-07-23,383921,Viral 50 - Argentina,2023-11-04 16:43:27.452336
54,Ricardo Iorio,0HNFg6mSgz7WLcN74CI3oT,Justo Que Te Vas,3Oylj0SZiK5tpFn5BXYEpZ,55,2015,287226,Viral 50 - Argentina,2023-11-04 16:43:27.452336
55,Marka Akme,4SgKWjM7cJDCh2aY9H4HZf,Linda - Remix,7HrgGbnNKZKhBL70aFKpXk,80,2023-09-27,234105,Viral 50 - Argentina,2023-11-04 16:43:27.452336
56,Frizk,2kytM35nXuQfdxPeoLgE0K,ALL MY FELLAS,1ckhUtD8nBH2ShPlU8w2nU,80,2023-09-19,141334,Viral 50 - Argentina,2023-11-04 16:43:27.452336
57,Bellakath,4yjm4SvYqC5FFuLbB6TyHr,Reggaeton Champagne,7yIIeKUxTpn36X6CFJhgEi,88,2023-10-05,159170,Viral 50 - Argentina,2023-11-04 16:43:27.452336
58,Nasa Histoires,2nAAvoxXJdXRyKH2srQ3qu,Bugambilia,5hXCTV8OCsNak8OVry7yzM,79,2023-07-21,189640,Viral 50 - Argentina,2023-11-04 16:43:27.452336
59,Aliyah's Interlude,7maQENQfaF8xDdEJp4i545,IT GIRL,4wQmwPWCUn6gi11Gep2qsP,84,2023-09-30,161760,Viral 50 - Argentina,2023-11-04 16:43:27.452336
60,Darell,1TtXnWcUs0FCkaZDPGYHdf,Lollipop,3cDyocF0Ibdfs1SFQk5cLZ,94,2023-07-28,199946,Viral 50 - Argentina,2023-11-04 16:43:27.452336
61,Mitski,2uYWxilOVlUdk4oV9DvwqK,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,97,2023-09-15,137773,Viral 50 - Argentina,2023-11-04 16:43:27.452336
62,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Chupón,3lev2QW3nUHNuxrVstVEGj,82,2023-08-25,201084,Viral 50 - Argentina,2023-11-04 16:43:27.452336
63,mafalda cardenal,1AsstJ8Cf7uQX92weRmZRz,tu fan,0tLXkjxahQsnZkKP2GXXf6,80,2023-05-26,240473,Viral 50 - Argentina,2023-11-04 16:43:27.452336
64,El negro tecla,6M6pyt8k3EjvbFo1pZFS75,Ahi Ahi,5O9IqFNUVtjRlDpdKex3YH,77,2021-12-08,176796,Viral 50 - Argentina,2023-11-04 16:43:27.452336
65,Various Artists,0LyfQWJT6nXafLPZqxe9Of,This Is Halloween,3mhsDyQpX2L8sJMdWUHOi3,63,1993-10-12,196560,Viral 50 - Argentina,2023-11-04 16:43:27.452336
66,Tuti DJ,5Zk54wioCsUtq5ggUWXqlK,El Hechizo RKT - Remix,0UwWCien5ERmUokAguOFRz,64,2023-08-25,93906,Viral 50 - Argentina,2023-11-04 16:43:27.452336
67,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,One Of Your Girls,5Eh1nj7IjV9lwpcKAkidyY,88,2023-10-13,181481,Viral 50 - Argentina,2023-11-04 16:43:27.452336
68,Jere Klein,35oGZihZclGoTVuICPXRP9,ANDO,6hwGwCfCwHoSJQw7AYPEQu,87,2023-09-27,172774,Viral 50 - Argentina,2023-11-04 16:43:27.452336
69,Tan Bionica,37MCoi4pcUf9EKsPXeuCqU,Hola Noviembre,3gpgMfFAQDkVgcY1u76Ccx,56,2013-01-01,213760,Viral 50 - Argentina,2023-11-04 16:43:27.452336
70,Tyla,3SozjO3Lat463tQICI9LcE,Water,5aIVCx5tnk0ntmdiinnYvw,95,2023-07-28,200255,Viral 50 - Argentina,2023-11-04 16:43:27.452336
71,Dj Ruben Guzman,0BTB6Tzs8LxsjbjnIuxj5N,Si No Estas - Remix,14KtXeDEoJQVtG0d1zQKXJ,50,2023-10-10,177600,Viral 50 - Argentina,2023-11-04 16:43:27.452336
72,DobleP,2eXWodjj5K1vVq2CSjl036,Me Escapé,0iVcmJx7r74F7mTf7M6s0v,71,2023-09-07,176181,Viral 50 - Argentina,2023-11-04 16:43:27.452336
73,Bad Bunny,4q3ewBCX7sLwd24euuV69X,MONACO,4MjDJD8cW7iVeWInc2Bdyj,98,2023-10-13,267194,Viral 50 - Argentina,2023-11-04 16:43:27.452336
74,Luck Ra,4kcQWQDK0u9AftVSpdrAgk,La Morocha,7aPsseax6rNFyipHn9A5CR,85,2023-07-07,134144,Viral 50 - Argentina,2023-11-04 16:43:27.452336
75,Malandro,6Gsh7oJoJ5EQUuQk0EhfWL,Un Señor,7D3utx5iGzWk8QpHFi6Meb,54,2020-06-05,253492,Viral 50 - Argentina,2023-11-04 16:43:27.452336
76,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,Lose Control,17phhZDn6oGtzMe56NuWvj,79,2023-09-15,210688,Viral 50 - Argentina,2023-11-04 16:43:27.452336
77,WOS,5YCc6xS5Gpj3EkaYGdjyNK,MORFEO,44fsHeGMWo6WgucLYeyONa,72,2023-10-05,233046,Viral 50 - Argentina,2023-11-04 16:43:27.452336
78,"Bobby ""Boris"" Pickett",42MRYPhQfcEXqb18dl5ERX,Monster Mash,0xxZY5C9xxij3D1HkzbnfC,84,1962,192040,Viral 50 - Argentina,2023-11-04 16:43:27.452336
79,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,ASI ES LA VIDA,0Me3GyNuLOa1YTIxhJPyCn,83,2023-09-28,172095,Viral 50 - Argentina,2023-11-04 16:43:27.452336
80,filtred arg,401ErpCmVtOih6sZ4eZpf5,Suenan Los Deportivos,42ONWVMZm7I4ioYLYEO712,65,2023-09-14,120035,Viral 50 - Argentina,2023-11-04 16:43:27.452336
81,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,November Rain,3YRCqOhFifThpSRFJ1VWFM,82,1991-09-17,536066,Viral 50 - Argentina,2023-11-04 16:43:27.452336
82,Bad Bunny,4q3ewBCX7sLwd24euuV69X,PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,97,2023-10-13,162767,Viral 50 - Argentina,2023-11-04 16:43:27.452336
83,Memphis Cult,6n9sdNb7mWvVmARDT6ujnJ,9mm,2Dp5Rqruog8SR6x7UtlIpY,82,2023-02-23,86709,Viral 50 - Argentina,2023-11-04 16:43:27.452336
84,Tate McRae,45dkTj5sMRSjrmBSBeiHym,greedy,3rUGC1vUpkDG9CZFHMur1t,99,2023-09-15,131872,Viral 50 - Argentina,2023-11-04 16:43:27.452336
85,Bizarrap,716NhGYqD1jl2wI1Qkgq36,Fruto,4SW9gHnW8NfKOdqmh0ij45,91,2023-10-04,132294,Viral 50 - Argentina,2023-11-04 16:43:27.452336
86,Katteyes,4kKazhy9tDfOgKSWm5g3F9,Tas Texteandome,7spAR93xvPOfkxIeTGbpPf,76,2023-10-12,176700,Viral 50 - Argentina,2023-11-04 16:43:27.452336
87,Argy,1NaQOKgddaJipUtmptb7GI,Aria,3M1r9ilL53PLcrLdIuyZ4J,71,2023-09-22,236065,Viral 50 - Argentina,2023-11-04 16:43:27.452336
88,Marconi Union,3nZ3ed6p4CKc1McTLypr6H,Weightless Part 1,2UZZtkoLOg7IHxeTAdPFvd,70,2012,486840,Viral 50 - Argentina,2023-11-04 16:43:27.452336
89,Bizarrap,716NhGYqD1jl2wI1Qkgq36,No soy Eterno,0aPs3kmiqmt9QG7gWXdefA,86,2023-10-04,151468,Viral 50 - Argentina,2023-11-04 16:43:27.452336
90,BENNETT,1r43wW70tnGUauQYvY5w48,Vois sur ton chemin - Techno Mix,31nfdEooLEq7dn3UMcIeB5,91,2023-08-04,178156,Viral 50 - Argentina,2023-11-04 16:43:27.452336
91,SUICIDAL-IDOL,6KOszWgIriJLaPOySuBOTI,ecstacy (slowed),1JgknGBbrfmEHeOZH051SS,90,2023-06-06,119120,Viral 50 - Argentina,2023-11-04 16:43:27.452336
92,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Sé Vos,3tyd30J3LxiA23EkFQFbBg,35,2020-08-21,244426,Viral 50 - Argentina,2023-11-04 16:43:27.452336
93,Mc Danone,5AkhuEE9FYontxsHqqmtNQ,Vem Quebrando,7Iq55toOSSBCEoGuXxQSa1,81,2023-07-17,148615,Viral 50 - Argentina,2023-11-04 16:43:27.452336
94,Big One,2OhUNb01gLwygOizYvTm0e,Lágrimas | CROSSOVER #4,5zDEMy7lLJ1W7vauTrH5mb,81,2023-10-10,167419,Viral 50 - Argentina,2023-11-04 16:43:27.452336
95,YSY A,2qWK8K2Jfh67UqtwY8tCW6,FLECHAZO EN EL CENTRO,4jn3R3KF5hx2fCiXlj89yE,82,2023-09-06,185241,Viral 50 - Argentina,2023-11-04 16:43:27.452336
96,Diego Torres,0LALueHEQunQ2d61fXGeZh,Mejor Que Ayer,3fvOt4vIE0JMO8GtMlrKip,70,2023-08-31,186666,Viral 50 - Argentina,2023-11-04 16:43:27.452336
97,The Living Tombstone,0I6yADrmeyvw66g7yjkqIF,Five Nights at Freddy's,2ItNKt19iqefEe590Z9GeE,73,2014-09-19,165831,Viral 50 - Argentina,2023-11-04 16:43:27.452336
98,Taylor Swift,06HL4z0CvFAxyc27GXpf02,This Love (Taylor’s Version),5QVVjX0ZItqlVpEuVCM9Yg,84,2023-10-26,250100,Viral 50 - Argentina,2023-11-04 16:43:27.452336
99,Los Ángeles Azules,0ZCO8oVkMj897cKgFH7fRW,El Amor De Mi Vida,04sktg3deiYUweHfbFUZTM,59,2023-08-18,184586,Viral 50 - Argentina,2023-11-04 16:43:27.452336
100,Frizk,2kytM35nXuQfdxPeoLgE0K,ALL MY FELLAS,1ckhUtD8nBH2ShPlU8w2nU,80,2023-09-19,141334,Viral 50 - Australia,2023-11-04 16:43:27.452336
101,Aliyah's Interlude,7maQENQfaF8xDdEJp4i545,IT GIRL,4wQmwPWCUn6gi11Gep2qsP,84,2023-09-30,161760,Viral 50 - Australia,2023-11-04 16:43:27.452336
102,JaidynAlexis,1bu90rjktSmOd2wveQoIKi,Barbie,299qlT1YcZ3DVlKCoqRoV7,0,2023-10-02,128000,Viral 50 - Australia,2023-11-04 16:43:27.452336
103,Memphis Cult,6n9sdNb7mWvVmARDT6ujnJ,9mm,2Dp5Rqruog8SR6x7UtlIpY,82,2023-02-23,86709,Viral 50 - Australia,2023-11-04 16:43:27.452336
104,Cleffy,0Dd84sfPxs6Aj0PjlCM1P7,Meet you at the Graveyard,5wQyLDy36ihxX69E7JBi4L,76,2023-10-06,172137,Viral 50 - Australia,2023-11-04 16:43:27.452336
105,K.A.D,1LtnBJnmEj8gmEQothcCVp,Just How You Like It,2btEcitO3CtSHUKE1ycKtd,70,2021-01-15,188160,Viral 50 - Australia,2023-11-04 16:43:27.452336
106,"Bobby ""Boris"" Pickett",42MRYPhQfcEXqb18dl5ERX,Monster Mash,0xxZY5C9xxij3D1HkzbnfC,84,1962,192040,Viral 50 - Australia,2023-11-04 16:43:27.452336
107,iñigo quintero,0jbo7KFNMiIkfBR6ih0yhm,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,Viral 50 - Australia,2023-11-04 16:43:27.452336
108,Flowdan,07CimrZi5vs9iEao47TNQ4,Pepper,0OCFIEsSrmKueOiPK6S3xq,74,2023-10-13,148965,Viral 50 - Australia,2023-11-04 16:43:27.452336
109,Tyla,3SozjO3Lat463tQICI9LcE,Water,5aIVCx5tnk0ntmdiinnYvw,95,2023-07-28,200255,Viral 50 - Australia,2023-11-04 16:43:27.452336
110,DigBar,3Kb7e8b1tSd7TLa3cy7HUV,BIG DICK RANDY,7556LMF1GR5QawF5PHLjI7,73,2022-11-01,149511,Viral 50 - Australia,2023-11-04 16:43:27.452336
111,BENNETT,1r43wW70tnGUauQYvY5w48,Vois sur ton chemin - Techno Mix,31nfdEooLEq7dn3UMcIeB5,91,2023-08-04,178156,Viral 50 - Australia,2023-11-04 16:43:27.452336
112,Mitski,2uYWxilOVlUdk4oV9DvwqK,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,97,2023-09-15,137773,Viral 50 - Australia,2023-11-04 16:43:27.452336
113,Various Artists,0LyfQWJT6nXafLPZqxe9Of,This Is Halloween,3mhsDyQpX2L8sJMdWUHOi3,63,1993-10-12,196560,Viral 50 - Australia,2023-11-04 16:43:27.452336
114,The Living Tombstone,0I6yADrmeyvw66g7yjkqIF,Five Nights at Freddy's,2ItNKt19iqefEe590Z9GeE,73,2014-09-19,165831,Viral 50 - Australia,2023-11-04 16:43:27.452336
115,Aliyah's Interlude,7maQENQfaF8xDdEJp4i545,IT GIRL - Sped up Version,1uwMSX0OAZO5jzX2GqTjYV,74,2023-09-30,155538,Viral 50 - Australia,2023-11-04 16:43:27.452336
116,Chase & Status,3jNkaOXasoc7RsxdchvEVq,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",2ZWmmrWUgDBcPSLihBMvhg,83,2023-07-27,177291,Viral 50 - Australia,2023-11-04 16:43:27.452336
117,Drake,3TVXtAsR1Inumwj472S9r4,Rich Baby Daddy (feat. Sexyy Red & SZA),1yeB8MUNeLo9Ek1UEpsyz6,88,2023-10-06,319191,Viral 50 - Australia,2023-11-04 16:43:27.452336
118,Marlon Hoffstadt,0HHa7ZJZxUQlg5l2mB0N0f,It's That Time,5fF9T9SMqBKUvT06cn7kBR,71,2023-04-21,240250,Viral 50 - Australia,2023-11-04 16:43:27.452336
119,Paul Russell,4zoRNhOhsGX3w8yBAnFSQ8,Lil Boo Thang,0cVyQfDyRnMJ0V3rjjdlU3,86,2023-08-18,114233,Viral 50 - Australia,2023-11-04 16:43:27.452336
120,Sonny Wern,2m8ROV7jEwm66LBxUNhUMt,"Dance For Me (1, 2, 3) - Stutter Techno",7F7N0yugLFgKXoEACgtzD8,66,2023-10-06,147895,Viral 50 - Australia,2023-11-04 16:43:27.452336
121,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,One Of Your Girls,5Eh1nj7IjV9lwpcKAkidyY,88,2023-10-13,181481,Viral 50 - Australia,2023-11-04 16:43:27.452336
122,Skepta,2p1fiYHYiXz9qi0JJyxBzN,Can't Play Myself (A Tribute To Amy),6GrLwf1LdBCmkBOsmOcbPp,73,2023-10-13,174330,Viral 50 - Australia,2023-11-04 16:43:27.452336
123,Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7,Wild Ones (feat. Jelly Roll),2kE2HFBFkJ0VMw3igxYohz,81,2023-10-06,141367,Viral 50 - Australia,2023-11-04 16:43:27.452336
124,Bad Bunny,4q3ewBCX7sLwd24euuV69X,MONACO,4MjDJD8cW7iVeWInc2Bdyj,98,2023-10-13,267194,Viral 50 - Australia,2023-11-04 16:43:27.452336
125,Dylan Gossett,4H4M0Y4cN39zIVDHvdW53x,Coal,4dtIxANFBU6CfhI9c2hf2g,81,2023-07-27,194440,Viral 50 - Australia,2023-11-04 16:43:27.452336
126,cassö,5wCmhq5J2hPwL2r0eKurxn,Prada,59NraMJsLaMCVtwXTSia8i,94,2023-08-11,132359,Viral 50 - Australia,2023-11-04 16:43:27.452336
127,Fred again..,4oLeXFyACqeem2VImYeBFe,ten,5QOBT97OmYCZo1W5u7tRrB,80,2023-10-13,181545,Viral 50 - Australia,2023-11-04 16:43:27.452336
128,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Agora Hills,5PyDJG7SQRgWXefgexqIge,81,2023-09-20,265360,Viral 50 - Australia,2023-11-04 16:43:27.452336
129,SUICIDAL-IDOL,6KOszWgIriJLaPOySuBOTI,ecstacy (slowed),1JgknGBbrfmEHeOZH051SS,90,2023-06-06,119120,Viral 50 - Australia,2023-11-04 16:43:27.452336
130,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,Stick Season,0mflMxspEfB0VbI1kyLiAv,89,2022-10-14,182346,Viral 50 - Australia,2023-11-04 16:43:27.452336
131,Oliver Anthony Music,6IkfE2JyVoKwBZXvuytKX3,Rich Men North of Richmond,78Du4CMFgnhdlG33gblkiP,87,2023-08-11,187244,Viral 50 - Australia,2023-11-04 16:43:27.452336
132,Andrew Gold,5fmvGUlMVgmnCn45f1he7d,"Spooky, Scary Skeletons - Undead Tombstone Remix",1sUdq3kWa9dJXHu3eYOUll,80,2019-10-18,125624,Viral 50 - Australia,2023-11-04 16:43:27.452336
133,Alessi Brothers,0JxWz42OKiQ0V3KzA4mDF1,Seabird,1iUpSRmgnbTRqU0Pb217qI,0,1976-12-01,188866,Viral 50 - Australia,2023-11-04 16:43:27.452336
134,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,DArkSide,19vHgVS1aukRiQWhTqfKnE,80,2023-10-18,164790,Viral 50 - Australia,2023-11-04 16:43:27.452336
135,Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,Strangers,5mjYQaktjmjcMKcUIcqz4s,98,2023-09-01,172964,Viral 50 - Australia,2023-11-04 16:43:27.452336
136,Ken Carson,3gBZUcNeVumkeeJ19CY2sX,Fighting My Demons,2c7sRekhMGlj7u1WIIzoQu,83,2023-10-13,150401,Viral 50 - Australia,2023-11-04 16:43:27.452336
